ProductID,Segment_ID,Segment,Segment_Label
ACB-754-JJ7,0,Segment 1,📊 Steady Performers
ACC-017-KV6,0,Segment 1,📊 Steady Performers
ACC-501-OQ5,0,Segment 1,📊 Steady Performers
ACC-581-SC3,0,Segment 1,📊 Steady Performers
ACC-797-WS3,0,Segment 1,📊 Steady Performers
ACD-136-XE4,0,Segment 1,📊 Steady Performers
ACD-612-JC2,0,Segment 1,📊 Steady Performers
ACF-589-MX4,0,Segment 1,📊 Steady Performers
ACF-740-ML2,0,Segment 1,📊 Steady Performers
ACG-132-LF2,0,Segment 1,📊 Steady Performers
ACG-333-FR7,0,Segment 1,📊 Steady Performers
ACG-412-JW6,0,Segment 1,📊 Steady Performers
ACG-524-HM3,0,Segment 1,📊 Steady Performers
ACH-403-DW6,0,Segment 1,📊 Steady Performers
ACH-867-NP6,0,Segment 1,📊 Steady Performers
ACI-028-IC5,0,Segment 1,📊 Steady Performers
ACI-933-RQ0,0,Segment 1,📊 Steady Performers
ACJ-160-ZV3,0,Segment 1,📊 Steady Performers
ACJ-400-DT3,0,Segment 1,📊 Steady Performers
ACJ-505-BE9,0,Segment 1,📊 Steady Performers
ACJ-626-BS2,0,Segment 1,📊 Steady Performers
ACJ-692-FM9,0,Segment 1,📊 Steady Performers
ACK-986-JT0,0,Segment 1,📊 Steady Performers
ACL-775-TO6,0,Segment 1,📊 Steady Performers
ACM-883-FU9,0,Segment 1,📊 Steady Performers
ACN-431-RS5,0,Segment 1,📊 Steady Performers
ACN-607-NP1,0,Segment 1,📊 Steady Performers
ACN-929-AJ2,0,Segment 1,📊 Steady Performers
ACO-425-ZN7,0,Segment 1,📊 Steady Performers
ACQ-040-CX0,0,Segment 1,📊 Steady Performers
ACQ-068-HF3,0,Segment 1,📊 Steady Performers
ACQ-441-MR4,0,Segment 1,📊 Steady Performers
ACR-029-NH8,0,Segment 1,📊 Steady Performers
ACR-801-LL1,0,Segment 1,📊 Steady Performers
ACU-471-LI7,0,Segment 1,📊 Steady Performers
ACU-536-PA3,0,Segment 1,📊 Steady Performers
ACU-565-LI8,0,Segment 1,📊 Steady Performers
ACU-600-VM4,0,Segment 1,📊 Steady Performers
ACU-966-WI1,0,Segment 1,📊 Steady Performers
ACV-206-MC8,0,Segment 1,📊 Steady Performers
ACV-428-IC8,0,Segment 1,📊 Steady Performers
ACV-437-MW2,0,Segment 1,📊 Steady Performers
ACV-797-ZJ6,0,Segment 1,📊 Steady Performers
ACX-183-QJ7,0,Segment 1,📊 Steady Performers
ACY-918-DJ2,0,Segment 1,📊 Steady Performers
ACZ-478-TH6,0,Segment 1,📊 Steady Performers
ACZ-518-SZ4,0,Segment 1,📊 Steady Performers
ADA-616-XL3,0,Segment 1,📊 Steady Performers
ADB-571-UF2,0,Segment 1,📊 Steady Performers
ADB-728-AM6,0,Segment 1,📊 Steady Performers
ADB-730-BC7,0,Segment 1,📊 Steady Performers
ADC-268-QM5,0,Segment 1,📊 Steady Performers
ADC-376-NQ9,0,Segment 1,📊 Steady Performers
ADD-831-XH4,0,Segment 1,📊 Steady Performers
ADD-888-PI9,0,Segment 1,📊 Steady Performers
ADF-013-EL9,0,Segment 1,📊 Steady Performers
ADG-121-SK0,0,Segment 1,📊 Steady Performers
ADH-112-QG0,0,Segment 1,📊 Steady Performers
ADH-612-LQ8,0,Segment 1,📊 Steady Performers
ADI-519-LX6,0,Segment 1,📊 Steady Performers
ADI-564-YG5,0,Segment 1,📊 Steady Performers
ADI-800-IC7,0,Segment 1,📊 Steady Performers
ADJ-103-KV8,0,Segment 1,📊 Steady Performers
ADJ-711-MB9,0,Segment 1,📊 Steady Performers
ADK-544-XN1,0,Segment 1,📊 Steady Performers
ADK-744-MB1,0,Segment 1,📊 Steady Performers
ADL-279-NC6,0,Segment 1,📊 Steady Performers
ADL-333-LK0,0,Segment 1,📊 Steady Performers
ADL-701-ZZ3,0,Segment 1,📊 Steady Performers
ADM-765-IN9,0,Segment 1,📊 Steady Performers
ADN-239-GO4,0,Segment 1,📊 Steady Performers
ADN-746-IN8,0,Segment 1,📊 Steady Performers
ADP-248-PV3,0,Segment 1,📊 Steady Performers
ADP-376-AY4,0,Segment 1,📊 Steady Performers
ADR-897-EK2,0,Segment 1,📊 Steady Performers
ADS-491-WZ6,0,Segment 1,📊 Steady Performers
ADS-737-WT6,0,Segment 1,📊 Steady Performers
ADS-775-LJ5,0,Segment 1,📊 Steady Performers
ADS-815-ME7,0,Segment 1,📊 Steady Performers
ADS-985-MP2,0,Segment 1,📊 Steady Performers
ADT-267-IN3,0,Segment 1,📊 Steady Performers
ADT-790-AV1,0,Segment 1,📊 Steady Performers
ADV-320-OF2,0,Segment 1,📊 Steady Performers
ADW-075-YV9,0,Segment 1,📊 Steady Performers
ADW-521-GP3,0,Segment 1,📊 Steady Performers
ADY-050-XW5,0,Segment 1,📊 Steady Performers
ADY-345-KP8,0,Segment 1,📊 Steady Performers
ADZ-165-FC9,0,Segment 1,📊 Steady Performers
ADZ-518-VI8,0,Segment 1,📊 Steady Performers
ADZ-930-SH2,0,Segment 1,📊 Steady Performers
ADZ-932-YX1,0,Segment 1,📊 Steady Performers
AEA-989-NU5,0,Segment 1,📊 Steady Performers
AEB-818-WV1,0,Segment 1,📊 Steady Performers
AEB-894-AT0,0,Segment 1,📊 Steady Performers
AEC-036-RI2,0,Segment 1,📊 Steady Performers
AEC-302-EL1,0,Segment 1,📊 Steady Performers
AEC-448-TO1,0,Segment 1,📊 Steady Performers
AED-459-BB0,0,Segment 1,📊 Steady Performers
AED-998-YR6,0,Segment 1,📊 Steady Performers
AEE-209-XD8,0,Segment 1,📊 Steady Performers
AEE-293-ZZ2,0,Segment 1,📊 Steady Performers
AEF-036-ZM4,0,Segment 1,📊 Steady Performers
AEG-018-FA4,0,Segment 1,📊 Steady Performers
AEG-092-BZ5,0,Segment 1,📊 Steady Performers
AEG-501-XO6,0,Segment 1,📊 Steady Performers
AEG-865-QJ6,0,Segment 1,📊 Steady Performers
AEH-240-CQ3,0,Segment 1,📊 Steady Performers
AEH-441-TK5,0,Segment 1,📊 Steady Performers
AEH-698-XX9,0,Segment 1,📊 Steady Performers
AEI-564-DF7,0,Segment 1,📊 Steady Performers
AEI-949-HU7,0,Segment 1,📊 Steady Performers
AEJ-803-VT1,0,Segment 1,📊 Steady Performers
AEL-819-LV4,0,Segment 1,📊 Steady Performers
AEM-232-CZ8,0,Segment 1,📊 Steady Performers
AEN-208-GD5,0,Segment 1,📊 Steady Performers
AEO-220-RH0,0,Segment 1,📊 Steady Performers
AEO-338-WC3,0,Segment 1,📊 Steady Performers
AEO-945-JY3,0,Segment 1,📊 Steady Performers
AEP-099-JE9,0,Segment 1,📊 Steady Performers
AEP-347-TZ2,0,Segment 1,📊 Steady Performers
AEP-525-RR8,0,Segment 1,📊 Steady Performers
AEP-533-SR9,0,Segment 1,📊 Steady Performers
AEQ-185-EM7,0,Segment 1,📊 Steady Performers
AER-160-GY7,0,Segment 1,📊 Steady Performers
AER-230-PJ6,0,Segment 1,📊 Steady Performers
AER-472-KS2,0,Segment 1,📊 Steady Performers
AER-473-KG4,0,Segment 1,📊 Steady Performers
AES-333-IV0,0,Segment 1,📊 Steady Performers
AET-712-HU0,0,Segment 1,📊 Steady Performers
AEU-066-AD9,0,Segment 1,📊 Steady Performers
AEU-301-ZG9,0,Segment 1,📊 Steady Performers
AEU-326-MV6,0,Segment 1,📊 Steady Performers
AEU-554-WV0,0,Segment 1,📊 Steady Performers
AEU-885-EV9,0,Segment 1,📊 Steady Performers
AEW-440-MP5,0,Segment 1,📊 Steady Performers
AEX-072-HA2,0,Segment 1,📊 Steady Performers
AEX-295-OL6,0,Segment 1,📊 Steady Performers
AEX-570-EJ4,0,Segment 1,📊 Steady Performers
AEY-899-UL1,0,Segment 1,📊 Steady Performers
AEZ-005-IO7,0,Segment 1,📊 Steady Performers
AEZ-297-ZD9,0,Segment 1,📊 Steady Performers
AFA-900-WN2,0,Segment 1,📊 Steady Performers
AFB-304-QA1,0,Segment 1,📊 Steady Performers
AFB-413-UH5,0,Segment 1,📊 Steady Performers
AFB-663-MY4,0,Segment 1,📊 Steady Performers
AFC-207-ID8,0,Segment 1,📊 Steady Performers
AFC-259-WT9,0,Segment 1,📊 Steady Performers
AFC-358-VU1,0,Segment 1,📊 Steady Performers
AFC-508-GR3,0,Segment 1,📊 Steady Performers
AFC-690-NJ9,0,Segment 1,📊 Steady Performers
AFE-656-RO6,0,Segment 1,📊 Steady Performers
AFF-475-QO3,0,Segment 1,📊 Steady Performers
AFF-744-UI5,0,Segment 1,📊 Steady Performers
AFF-817-SW2,0,Segment 1,📊 Steady Performers
AFG-143-YY1,0,Segment 1,📊 Steady Performers
AFG-333-TW4,0,Segment 1,📊 Steady Performers
AFH-046-MK2,0,Segment 1,📊 Steady Performers
AFH-596-IY8,0,Segment 1,📊 Steady Performers
AFI-249-UG5,0,Segment 1,📊 Steady Performers
AFJ-071-GI0,0,Segment 1,📊 Steady Performers
AFJ-755-YW4,0,Segment 1,📊 Steady Performers
AFL-863-AX3,0,Segment 1,📊 Steady Performers
AFM-063-FE5,0,Segment 1,📊 Steady Performers
AFM-556-EU7,0,Segment 1,📊 Steady Performers
AFM-612-AK7,0,Segment 1,📊 Steady Performers
AFM-923-WA9,0,Segment 1,📊 Steady Performers
AFN-666-HF0,0,Segment 1,📊 Steady Performers
AFO-029-CO5,0,Segment 1,📊 Steady Performers
AFO-453-CK4,0,Segment 1,📊 Steady Performers
AFO-801-ZG3,0,Segment 1,📊 Steady Performers
AFO-838-ER7,0,Segment 1,📊 Steady Performers
AFP-627-GI4,0,Segment 1,📊 Steady Performers
AFR-041-ZR8,0,Segment 1,📊 Steady Performers
AFS-085-UR4,0,Segment 1,📊 Steady Performers
AFS-132-QM1,0,Segment 1,📊 Steady Performers
AFT-334-PA0,0,Segment 1,📊 Steady Performers
AFT-777-MG3,0,Segment 1,📊 Steady Performers
AFT-993-OP7,0,Segment 1,📊 Steady Performers
AFU-057-QS3,0,Segment 1,📊 Steady Performers
AFU-473-WA2,0,Segment 1,📊 Steady Performers
AFU-765-UU0,0,Segment 1,📊 Steady Performers
AFU-798-EG0,0,Segment 1,📊 Steady Performers
AFU-913-KA1,0,Segment 1,📊 Steady Performers
AFV-527-CZ5,0,Segment 1,📊 Steady Performers
AFV-572-CU6,0,Segment 1,📊 Steady Performers
AFV-665-NN6,0,Segment 1,📊 Steady Performers
AFW-273-UX1,0,Segment 1,📊 Steady Performers
AFW-316-AX8,0,Segment 1,📊 Steady Performers
AFX-131-FZ4,0,Segment 1,📊 Steady Performers
AFY-833-WC2,0,Segment 1,📊 Steady Performers
AFZ-467-ZL5,0,Segment 1,📊 Steady Performers
AFZ-513-HD5,0,Segment 1,📊 Steady Performers
AGA-091-QP2,0,Segment 1,📊 Steady Performers
AGA-428-QX3,0,Segment 1,📊 Steady Performers
AGB-273-FT2,0,Segment 1,📊 Steady Performers
AGB-696-BR3,0,Segment 1,📊 Steady Performers
AGB-750-FA4,0,Segment 1,📊 Steady Performers
AGC-316-EX8,0,Segment 1,📊 Steady Performers
AGC-428-LN1,0,Segment 1,📊 Steady Performers
AGC-543-AQ1,0,Segment 1,📊 Steady Performers
AGC-877-EE9,0,Segment 1,📊 Steady Performers
AGC-932-LH3,0,Segment 1,📊 Steady Performers
AGC-955-OG0,0,Segment 1,📊 Steady Performers
AGD-120-CX7,0,Segment 1,📊 Steady Performers
AGD-167-QP0,0,Segment 1,📊 Steady Performers
AGD-242-JH3,0,Segment 1,📊 Steady Performers
AGD-528-XV5,0,Segment 1,📊 Steady Performers
AGD-994-EG6,0,Segment 1,📊 Steady Performers
AGE-667-FU5,0,Segment 1,📊 Steady Performers
AGF-622-TJ1,0,Segment 1,📊 Steady Performers
AGF-945-CY5,0,Segment 1,📊 Steady Performers
AGG-763-CB2,0,Segment 1,📊 Steady Performers
AGG-921-XT3,0,Segment 1,📊 Steady Performers
AGH-124-KX0,0,Segment 1,📊 Steady Performers
AGH-447-DU0,0,Segment 1,📊 Steady Performers
AGH-499-OH9,0,Segment 1,📊 Steady Performers
AGI-220-OT6,0,Segment 1,📊 Steady Performers
AGI-544-CH3,0,Segment 1,📊 Steady Performers
AGI-642-HO1,0,Segment 1,📊 Steady Performers
AGI-992-AP3,0,Segment 1,📊 Steady Performers
AGJ-035-VW3,0,Segment 1,📊 Steady Performers
AGJ-263-PY8,0,Segment 1,📊 Steady Performers
AGK-248-AE8,0,Segment 1,📊 Steady Performers
AGK-616-SE4,0,Segment 1,📊 Steady Performers
AGK-882-SQ2,0,Segment 1,📊 Steady Performers
AGL-101-BN9,0,Segment 1,📊 Steady Performers
AGL-326-DU7,0,Segment 1,📊 Steady Performers
AGL-983-JS5,0,Segment 1,📊 Steady Performers
AGM-493-FH9,0,Segment 1,📊 Steady Performers
AGM-962-KK9,0,Segment 1,📊 Steady Performers
AGN-496-GC8,0,Segment 1,📊 Steady Performers
AGO-728-DO6,0,Segment 1,📊 Steady Performers
AGP-476-PE9,0,Segment 1,📊 Steady Performers
AGP-677-HW2,0,Segment 1,📊 Steady Performers
AGP-798-LK5,0,Segment 1,📊 Steady Performers
AGP-912-AI7,0,Segment 1,📊 Steady Performers
AGP-993-PC0,0,Segment 1,📊 Steady Performers
AGR-483-FL7,0,Segment 1,📊 Steady Performers
AGR-719-JF8,0,Segment 1,📊 Steady Performers
AGR-722-JG0,0,Segment 1,📊 Steady Performers
AGR-871-JN4,0,Segment 1,📊 Steady Performers
AGS-440-ZD5,0,Segment 1,📊 Steady Performers
AGT-048-VX8,0,Segment 1,📊 Steady Performers
AGT-466-SP9,0,Segment 1,📊 Steady Performers
AGT-789-MF8,0,Segment 1,📊 Steady Performers
AGV-335-NZ2,0,Segment 1,📊 Steady Performers
AGV-529-JH5,0,Segment 1,📊 Steady Performers
AGW-331-XV9,0,Segment 1,📊 Steady Performers
AGW-415-WQ9,0,Segment 1,📊 Steady Performers
AGX-576-IU5,0,Segment 1,📊 Steady Performers
AGY-621-RX7,0,Segment 1,📊 Steady Performers
AGY-799-OG7,0,Segment 1,📊 Steady Performers
AGY-958-DR9,0,Segment 1,📊 Steady Performers
AHA-903-GH7,0,Segment 1,📊 Steady Performers
AHB-478-HK4,0,Segment 1,📊 Steady Performers
AHB-488-PT3,0,Segment 1,📊 Steady Performers
AHB-945-DR0,0,Segment 1,📊 Steady Performers
AHC-330-YV7,0,Segment 1,📊 Steady Performers
AHC-332-RB4,0,Segment 1,📊 Steady Performers
AHC-403-KY8,0,Segment 1,📊 Steady Performers
AHC-409-DM2,0,Segment 1,📊 Steady Performers
AHD-115-CL8,0,Segment 1,📊 Steady Performers
AHE-446-FH4,0,Segment 1,📊 Steady Performers
AHE-728-UJ7,0,Segment 1,📊 Steady Performers
AHE-826-GZ8,0,Segment 1,📊 Steady Performers
AHG-184-OA4,0,Segment 1,📊 Steady Performers
AHG-340-LY8,0,Segment 1,📊 Steady Performers
AHG-571-UF6,0,Segment 1,📊 Steady Performers
AHG-836-RN3,0,Segment 1,📊 Steady Performers
AHH-321-WK5,0,Segment 1,📊 Steady Performers
AHH-483-RW3,0,Segment 1,📊 Steady Performers
AHH-735-KI0,0,Segment 1,📊 Steady Performers
AHI-531-EX7,0,Segment 1,📊 Steady Performers
AHI-713-XQ4,0,Segment 1,📊 Steady Performers
AHJ-070-DD8,0,Segment 1,📊 Steady Performers
AHJ-158-DB9,0,Segment 1,📊 Steady Performers
AHJ-746-WV4,0,Segment 1,📊 Steady Performers
AHK-973-RD5,0,Segment 1,📊 Steady Performers
AHL-144-EO9,0,Segment 1,📊 Steady Performers
AHL-161-QJ8,0,Segment 1,📊 Steady Performers
AHL-227-YZ9,0,Segment 1,📊 Steady Performers
AHM-483-OX6,0,Segment 1,📊 Steady Performers
AHM-593-TY8,0,Segment 1,📊 Steady Performers
AHM-621-EC6,0,Segment 1,📊 Steady Performers
AHN-081-SJ5,0,Segment 1,📊 Steady Performers
AHN-259-BQ0,0,Segment 1,📊 Steady Performers
AHN-702-KQ0,0,Segment 1,📊 Steady Performers
AHO-080-HH0,0,Segment 1,📊 Steady Performers
AHO-200-LA2,0,Segment 1,📊 Steady Performers
AHO-371-EY6,0,Segment 1,📊 Steady Performers
AHO-485-IO3,0,Segment 1,📊 Steady Performers
AHO-649-SA5,0,Segment 1,📊 Steady Performers
AHO-847-VH2,0,Segment 1,📊 Steady Performers
AHP-065-HA4,0,Segment 1,📊 Steady Performers
AHP-530-VO6,0,Segment 1,📊 Steady Performers
AHQ-408-UR6,0,Segment 1,📊 Steady Performers
AHQ-472-YC3,0,Segment 1,📊 Steady Performers
AHQ-937-JA8,0,Segment 1,📊 Steady Performers
AHR-020-VX0,0,Segment 1,📊 Steady Performers
AHS-101-ND4,0,Segment 1,📊 Steady Performers
AHS-168-OD3,0,Segment 1,📊 Steady Performers
AHS-191-RC1,0,Segment 1,📊 Steady Performers
AHS-221-DX4,0,Segment 1,📊 Steady Performers
AHS-284-AU1,0,Segment 1,📊 Steady Performers
AHT-087-AJ7,0,Segment 1,📊 Steady Performers
AHT-301-ES7,0,Segment 1,📊 Steady Performers
AHU-047-OG6,0,Segment 1,📊 Steady Performers
AHU-418-TZ2,0,Segment 1,📊 Steady Performers
AHU-585-XU2,0,Segment 1,📊 Steady Performers
AHV-012-WY7,0,Segment 1,📊 Steady Performers
AHV-400-UC4,0,Segment 1,📊 Steady Performers
AHV-908-VV2,0,Segment 1,📊 Steady Performers
AHX-291-MP5,0,Segment 1,📊 Steady Performers
AHX-485-EM1,0,Segment 1,📊 Steady Performers
AHX-868-ZH7,0,Segment 1,📊 Steady Performers
AHY-759-II9,0,Segment 1,📊 Steady Performers
AHY-902-EY0,0,Segment 1,📊 Steady Performers
AHZ-300-SK2,0,Segment 1,📊 Steady Performers
AHZ-451-FT0,0,Segment 1,📊 Steady Performers
AHZ-622-DR4,0,Segment 1,📊 Steady Performers
AIC-167-MD0,0,Segment 1,📊 Steady Performers
AIC-530-SN1,0,Segment 1,📊 Steady Performers
AID-966-US7,0,Segment 1,📊 Steady Performers
AIE-777-AY8,0,Segment 1,📊 Steady Performers
AIE-979-IJ7,0,Segment 1,📊 Steady Performers
AIF-131-FR6,0,Segment 1,📊 Steady Performers
AIF-750-VV4,0,Segment 1,📊 Steady Performers
AIG-078-XE7,0,Segment 1,📊 Steady Performers
AIG-480-EV5,0,Segment 1,📊 Steady Performers
AIG-552-DX2,0,Segment 1,📊 Steady Performers
AII-281-JQ3,0,Segment 1,📊 Steady Performers
AII-466-QE3,0,Segment 1,📊 Steady Performers
AIJ-378-YM4,0,Segment 1,📊 Steady Performers
AIL-009-BE2,0,Segment 1,📊 Steady Performers
AIL-411-YA8,0,Segment 1,📊 Steady Performers
AIL-859-GJ0,0,Segment 1,📊 Steady Performers
AIM-610-CZ0,0,Segment 1,📊 Steady Performers
AIM-850-SC1,0,Segment 1,📊 Steady Performers
AIN-238-CB8,0,Segment 1,📊 Steady Performers
AIN-541-IJ1,0,Segment 1,📊 Steady Performers
AIO-149-JP6,0,Segment 1,📊 Steady Performers
AIO-288-NC8,0,Segment 1,📊 Steady Performers
AIO-538-XX7,0,Segment 1,📊 Steady Performers
AIP-350-YX0,0,Segment 1,📊 Steady Performers
AIR-478-HE3,0,Segment 1,📊 Steady Performers
AIR-805-VS9,0,Segment 1,📊 Steady Performers
AIS-047-YG2,0,Segment 1,📊 Steady Performers
AIS-321-FC2,0,Segment 1,📊 Steady Performers
AIS-519-ON7,0,Segment 1,📊 Steady Performers
AIS-686-KK5,0,Segment 1,📊 Steady Performers
AIT-463-OF7,0,Segment 1,📊 Steady Performers
AIU-294-BX8,0,Segment 1,📊 Steady Performers
AIV-661-PQ5,0,Segment 1,📊 Steady Performers
AIV-733-UZ8,0,Segment 1,📊 Steady Performers
AIV-827-MQ7,0,Segment 1,📊 Steady Performers
AIX-119-PD0,0,Segment 1,📊 Steady Performers
AIX-931-CG3,0,Segment 1,📊 Steady Performers
AIX-940-RQ0,0,Segment 1,📊 Steady Performers
AIX-948-SV2,0,Segment 1,📊 Steady Performers
AIX-960-CR7,0,Segment 1,📊 Steady Performers
AIY-367-UY8,0,Segment 1,📊 Steady Performers
AJA-053-TR3,0,Segment 1,📊 Steady Performers
AJB-369-OG4,0,Segment 1,📊 Steady Performers
AJC-802-ZK9,0,Segment 1,📊 Steady Performers
AJD-846-QD2,0,Segment 1,📊 Steady Performers
AJE-757-HT9,0,Segment 1,📊 Steady Performers
AJF-182-KD6,0,Segment 1,📊 Steady Performers
AJG-312-GF5,0,Segment 1,📊 Steady Performers
AJH-342-PG4,0,Segment 1,📊 Steady Performers
AJI-177-ZJ4,0,Segment 1,📊 Steady Performers
AJI-327-LZ2,0,Segment 1,📊 Steady Performers
AJI-642-XF8,0,Segment 1,📊 Steady Performers
AJK-232-ZZ9,0,Segment 1,📊 Steady Performers
AJM-097-UA0,0,Segment 1,📊 Steady Performers
AJN-428-VH8,0,Segment 1,📊 Steady Performers
AJN-938-CX5,0,Segment 1,📊 Steady Performers
